title,indicator_name,neighborhood,% reported good or excellent
Climate and Health,Asthma emergency department visits (age 5 to 17),Canarsie - Flatlands,147.4
Climate and Health,Asthma emergency department visits (age 5 to 17),Bensonhurst - Bay Ridge,32.2
Climate and Health,Asthma emergency department visits (age 5 to 17),Coney Island - Sheepshead Bay,69.7
Climate and Health,Asthma emergency department visits (age 5 to 17),Williamsburg - Bushwick,335.4
Climate and Health,Asthma emergency department visits (age 5 to 17),Washington Heights,235.4
Climate and Health,Asthma emergency department visits (age 5 to 17),Central Harlem - Morningside Heights,587.1
Climate and Health,Asthma emergency department visits (age 5 to 17),East Harlem,610.9
Climate and Health,Asthma emergency department visits (age 5 to 17),Upper West Side,168.5
Climate and Health,Asthma emergency department visits (age 5 to 17),Upper East Side,65.7
Climate and Health,Asthma emergency department visits (age 5 to 17),Chelsea - Clinton,202.6
Climate and Health,Asthma emergency department visits (age 5 to 17),Gramercy Park - Murray Hill,131
Climate and Health,Asthma emergency department visits (age 5 to 17),Greenwich Village - SoHo,48.7
Climate and Health,Asthma emergency department visits (age 5 to 17),Union Square - Lower East Side,240.4
Climate and Health,Asthma emergency department visits (age 5 to 17),Lower Manhattan,97.5
Climate and Health,Asthma emergency department visits (age 5 to 17),Long Island City - Astoria,150.5
Climate and Health,Asthma emergency department visits (age 5 to 17),West Queens,143.8
Climate and Health,Asthma emergency department visits (age 5 to 17),Flushing - Clearview,84.3
Climate and Health,Asthma emergency department visits (age 5 to 17),Bayside - Little Neck,49.1
Climate and Health,Asthma emergency department visits (age 5 to 17),Ridgewood - Forest Hills,108.3
Climate and Health,Asthma emergency department visits (age 5 to 17),Fresh Meadows,106
Climate and Health,Asthma emergency department visits (age 5 to 17),Southwest Queens,149.3
Climate and Health,Asthma emergency department visits (age 5 to 17),Jamaica,210.6
Climate and Health,Asthma emergency department visits (age 5 to 17),Southeast Queens,143
Climate and Health,Asthma emergency department visits (age 5 to 17),Rockaways,250.1
Climate and Health,Asthma emergency department visits (age 5 to 17),Port Richmond,167.1
Climate and Health,Asthma emergency department visits (age 5 to 17),Stapleton - St. George,156.9
Climate and Health,Asthma emergency department visits (age 5 to 17),Willowbrook,59.5
Climate and Health,Asthma emergency department visits (age 5 to 17),South Beach - Tottenville,47.8
Climate and Health,Asthma emergency department visits (age 5 to 17),Kingsbridge - Riverdale,125.3
Climate and Health,Asthma emergency department visits (age 5 to 17),Northeast Bronx,146.5
Climate and Health,Asthma emergency department visits (age 5 to 17),Fordham - Bronx Pk,241.3
Climate and Health,Asthma emergency department visits (age 5 to 17),Pelham - Throgs Neck,241.6
Climate and Health,Asthma emergency department visits (age 5 to 17),Crotona -Tremont,357.8
Climate and Health,Asthma emergency department visits (age 5 to 17),High Bridge - Morrisania,398.2
Climate and Health,Asthma emergency department visits (age 5 to 17),Hunts Point - Mott Haven,404.7
Climate and Health,Asthma emergency department visits (age 5 to 17),Greenpoint,109.1
Climate and Health,Asthma emergency department visits (age 5 to 17),Downtown - Heights - Slope,150.4
Climate and Health,Asthma emergency department visits (age 5 to 17),Bedford Stuyvesant - Crown Heights,338
Climate and Health,Asthma emergency department visits (age 5 to 17),East New York,294.1
Climate and Health,Asthma emergency department visits (age 5 to 17),Sunset Park,85
Climate and Health,Asthma emergency department visits (age 5 to 17),Borough Park,29.4
Climate and Health,Asthma emergency department visits (age 5 to 17),East Flatbush - Flatbush,205.3
Climate and Health,Asthma emergency department visits (age 5 to 17),Canarsie - Flatlands,148.4
Climate and Health,Asthma emergency department visits (age 5 to 17),Bensonhurst - Bay Ridge,38.1
Climate and Health,Asthma emergency department visits (age 5 to 17),Coney Island - Sheepshead Bay,69
Climate and Health,Asthma emergency department visits (age 5 to 17),Williamsburg - Bushwick,320.3
Climate and Health,Asthma emergency department visits (age 5 to 17),Washington Heights,236
Climate and Health,Asthma emergency department visits (age 5 to 17),Central Harlem - Morningside Heights,544.6
Climate and Health,Asthma emergency department visits (age 5 to 17),East Harlem,509
Climate and Health,Asthma emergency department visits (age 5 to 17),Upper West Side,147.8
Climate and Health,Asthma emergency department visits (age 5 to 17),Upper East Side,65.1
Climate and Health,Asthma emergency department visits (age 5 to 17),Chelsea - Clinton,163.5
Climate and Health,Asthma emergency department visits (age 5 to 17),Gramercy Park - Murray Hill,141.1
Climate and Health,Asthma emergency department visits (age 5 to 17),Greenwich Village - SoHo,53
Climate and Health,Asthma emergency department visits (age 5 to 17),Union Square - Lower East Side,219.3
Climate and Health,Asthma emergency department visits (age 5 to 17),Lower Manhattan,81
Climate and Health,Asthma emergency department visits (age 5 to 17),Long Island City - Astoria,167.5
Climate and Health,Asthma emergency department visits (age 5 to 17),West Queens,127.5
Climate and Health,Asthma emergency department visits (age 5 to 17),Flushing - Clearview,73.9
Climate and Health,Asthma emergency department visits (age 5 to 17),Bayside - Little Neck,41.6
Climate and Health,Asthma emergency department visits (age 5 to 17),Ridgewood - Forest Hills,106.8
Climate and Health,Asthma emergency department visits (age 5 to 17),Fresh Meadows,103.1
Climate and Health,Asthma emergency department visits (age 5 to 17),Southwest Queens,154.8
Climate and Health,Asthma emergency department visits (age 5 to 17),Jamaica,207.3
Climate and Health,Asthma emergency department visits (age 5 to 17),Southeast Queens,145.6
Climate and Health,Asthma emergency department visits (age 5 to 17),Rockaways,209.9
Climate and Health,Asthma emergency department visits (age 5 to 17),Port Richmond,149.9
Climate and Health,Asthma emergency department visits (age 5 to 17),Stapleton - St. George,168
Climate and Health,Asthma emergency department visits (age 5 to 17),Willowbrook,51.1
Climate and Health,Asthma emergency department visits (age 5 to 17),South Beach - Tottenville,51.7
Climate and Health,Asthma emergency department visits (age 5 to 17),Kingsbridge - Riverdale,132.5
Climate and Health,Asthma emergency department visits (age 5 to 17),Northeast Bronx,153.9
Climate and Health,Asthma emergency department visits (age 5 to 17),Fordham - Bronx Pk,257.9
Climate and Health,Asthma emergency department visits (age 5 to 17),Pelham - Throgs Neck,304.7
Climate and Health,Asthma emergency department visits (age 5 to 17),Crotona -Tremont,370.3
Climate and Health,Asthma emergency department visits (age 5 to 17),High Bridge - Morrisania,447.3
Climate and Health,Asthma emergency department visits (age 5 to 17),Hunts Point - Mott Haven,470.3
Climate and Health,Asthma emergency department visits (age 5 to 17),Greenpoint,85.8
Climate and Health,Asthma emergency department visits (age 5 to 17),Downtown - Heights - Slope,181.4
Climate and Health,Asthma emergency department visits (age 5 to 17),Bedford Stuyvesant - Crown Heights,361.4
Climate and Health,Asthma emergency department visits (age 5 to 17),East New York,322.4
Climate and Health,Asthma emergency department visits (age 5 to 17),Sunset Park,111
Climate and Health,Asthma emergency department visits (age 5 to 17),Borough Park,47.8
Climate and Health,Asthma emergency department visits (age 5 to 17),East Flatbush - Flatbush,233.8
Climate and Health,Asthma emergency department visits (age 5 to 17),Canarsie - Flatlands,153.7
Climate and Health,Asthma emergency department visits (age 5 to 17),Bensonhurst - Bay Ridge,46.8
Climate and Health,Asthma emergency department visits (age 5 to 17),Coney Island - Sheepshead Bay,75.5
Climate and Health,Asthma emergency department visits (age 5 to 17),Williamsburg - Bushwick,336
Climate and Health,Asthma emergency department visits (age 5 to 17),Washington Heights,236
Climate and Health,Asthma emergency department visits (age 5 to 17),Central Harlem - Morningside Heights,565.4
Climate and Health,Asthma emergency department visits (age 5 to 17),East Harlem,580.5
Climate and Health,Asthma emergency department visits (age 5 to 17),Upper West Side,160
Climate and Health,Asthma emergency department visits (age 5 to 17),Upper East Side,74.5
Climate and Health,Asthma emergency department visits (age 5 to 17),Chelsea - Clinton,157.6
Climate and Health,Asthma emergency department visits (age 5 to 17),Gramercy Park - Murray Hill,116.8
Climate and Health,Asthma emergency department visits (age 5 to 17),Greenwich Village - SoHo,56
Climate and Health,Asthma emergency department visits (age 5 to 17),Union Square - Lower East Side,298.2
Climate and Health,Asthma emergency department visits (age 5 to 17),Lower Manhattan,160.8
Climate and Health,Asthma emergency department visits (age 5 to 17),Long Island City - Astoria,187.1
Climate and Health,Asthma emergency department visits (age 5 to 17),West Queens,157
Climate and Health,Asthma emergency department visits (age 5 to 17),Flushing - Clearview,84.2
Climate and Health,Asthma emergency department visits (age 5 to 17),Bayside - Little Neck,30.2
Climate and Health,Asthma emergency department visits (age 5 to 17),Ridgewood - Forest Hills,109.4
Climate and Health,Asthma emergency department visits (age 5 to 17),Fresh Meadows,109.4
Climate and Health,Asthma emergency department visits (age 5 to 17),Southwest Queens,135.6
Climate and Health,Asthma emergency department visits (age 5 to 17),Jamaica,198.1
Climate and Health,Asthma emergency department visits (age 5 to 17),Southeast Queens,126.6
Climate and Health,Asthma emergency department visits (age 5 to 17),Rockaways,209.3
Climate and Health,Asthma emergency department visits (age 5 to 17),Port Richmond,225.5
Climate and Health,Asthma emergency department visits (age 5 to 17),Stapleton - St. George,180.4
Climate and Health,Asthma emergency department visits (age 5 to 17),Willowbrook,71.2
Climate and Health,Asthma emergency department visits (age 5 to 17),South Beach - Tottenville,45.6
Climate and Health,Asthma emergency department visits (age 5 to 17),Kingsbridge - Riverdale,167
Climate and Health,Asthma emergency department visits (age 5 to 17),Northeast Bronx,252.1
Climate and Health,Asthma emergency department visits (age 5 to 17),Fordham - Bronx Pk,368.8
Climate and Health,Asthma emergency department visits (age 5 to 17),Pelham - Throgs Neck,327.6
Climate and Health,Asthma emergency department visits (age 5 to 17),Crotona -Tremont,414
Climate and Health,Asthma emergency department visits (age 5 to 17),High Bridge - Morrisania,448.7
Climate and Health,Asthma emergency department visits (age 5 to 17),Hunts Point - Mott Haven,487.5
Climate and Health,Asthma emergency department visits (age 5 to 17),Greenpoint,109.1
Climate and Health,Asthma emergency department visits (age 5 to 17),Downtown - Heights - Slope,172.5
Climate and Health,Asthma emergency department visits (age 5 to 17),Bedford Stuyvesant - Crown Heights,386.1
